BNF_CODE,CHEMICAL_SUBSTANCE_BNF_DESCR,BNF_DESCRIPTION,BNF_CHAPTER_PLUS_CODE
0407020ADBEAHAR,Oxycodone hydrochloride,Longtec 30mg modified-release tablets,04: Central Nervous System
0407020Q0AACDCD,Morphine sulfate,Morphine 10mg tablets,04: Central Nervous System
0408010AKAAAAAA,Perampanel,Perampanel 2mg tablets,04: Central Nervous System
0408010Q0AAAGAG,Phenytoin sodium,Phenytoin sodium 100mg tablets,04: Central Nervous System
0408010W0AAABAB,Sodium valproate,Sodium valproate 100mg tablets,04: Central Nervous System
0409010X0BBACAC,Levodopa/carbidopa/entacapone,Stalevo 150mg/37.5mg/200mg tablets,04: Central Nervous System
0501110C0AAAIAI,Metronidazole,Metronidazole 200mg tablets,05: Infections
0601011A0BBAEAC,Insulin aspart,NovoRapid FlexTouch 100units/ml inj 3ml pre-filled pens,06: Endocrine System
0601012V0BBABAB,Insulin glargine,Lantus 100units/ml solution for injection 10ml vials,06: Endocrine System
0601012Z0BBACAC,Insulin degludec,Tresiba FlexTouch 200units/ml inj 3ml pre-filled pens,06: Endocrine System
0601023AIAAAAAA,Lixisenatide,Lixisenatide 20micrograms/0.2ml inj 3ml pf dispos dev,06: Endocrine System
0704020N0AAAIAI,Tolterodine,Tolterodine 2mg modified-release capsules,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0704050B0AAAAAA,Alprostadil,Alprostadil 20microgram inj vials,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0802020T0BCABAN,Tacrolimus,Advagraf 1mg modified-release capsules,08: Malignant Disease and Immunosuppression
0802020T0BCACAP,Tacrolimus,Advagraf 5mg modified-release capsules,08: Malignant Disease and Immunosuppression
090402000BBHIA0,Enteral nutrition,Scandishake Mix oral powder 85g sachets chocolate,09: Nutrition and Blood
090402000BBUYA0,Enteral nutrition,Altraplen Compact liquid strawberry,09: Nutrition and Blood
0905013G0BBAADE,Magnesium glycerophosphate,MagnaPhate (magnesium 97.2mg (4mmol)) chewable tablets,09: Nutrition and Blood
1002020T0AAAAAA,Tizanidine hydrochloride,Tizanidine 4mg tablets,10: Musculoskeletal and Joint Diseases
1003020AABDAAAB,Capsaicin,Zacin 0.025% cream,10: Musculoskeletal and Joint Diseases
1202020P0AAABAB,Xylometazoline hydrochloride,Xylometazoline 0.1% nasal drops,"12: Ear, Nose and Oropharynx"
1305030B0AAAAAA,Pimecrolimus,Pimecrolimus 1% cream,13: Skin
1307000V0BBAAAA,Imiquimod,Aldara 5% cream 250mg sachets,13: Skin
1310020N0AAAEAE,Miconazole nitrate,Miconazole 0.16% dry powder spray,13: Skin
1310040Q0BBABAB,Permethrin,Lyclear 5% dermal cream,13: Skin
20030100067,Wound Management & Other Dressings,Atrauman dressing 7.5cm x 10cm,20: Dressings
20031700076,Wound Management & Other Dressings,Aquacel Extra dressing 10cm x 10cm square,20: Dressings
20090000945,Stockinette,CliniFast stockinette 10.75cm,20: Dressings
21010900601,Other Appliances,BD Micro-Fine + hypod insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge,21: Appliances
21012200133,Other Appliances,Cath-It Catheter Insertion/Removal Pack medium/large,21: Appliances
21020001260,Catheters,Bardex I.C. silver alloy coated pre-filled catheter male 12Ch-22Ch,21: Appliances
21060200220,Trusses,Elastic band truss scrotal double,21: Appliances
21220000286,Emollients,AproDerm ointment,21: Appliances
21300000702,Eye Products,Clinitas Carbomer 0.2% eye gel,21: Appliances
21300000712,Eye Products,Carbomer 0.2% eye gel (Medicom),21: Appliances
21380000121,Low Friction Products,Devon foot and heel protector,21: Appliances
22805058000,Tubing And Accessories,Careline leg bag strap,22: Incontinence Appliances
23301003007,Belts,Brava belt for SenSura Mio standard,23: Stoma Appliances
23301083222,Belts,Fulcionel ostomy/hernia support tube belt XX large 20cm beige,23: Stoma Appliances
23806558005,Skin Fillers And Protectives,Esenta Sting Free skin barrier spray,23: Stoma Appliances
23941009441,Two Piece Ostomy Systems,Assura two piece ostomy system baseplate 60mm,23: Stoma Appliances
23941009667,Two Piece Ostomy Systems,"Assura Inspire two piece ostomy system ileo bag with filter and Hide-Away outlet, maxi opaque 60mm",23: Stoma Appliances
0106020C0AAAFAF,Bisacodyl,Bisacodyl 2.74mg/ml rectal solution,01: Gastro-Intestinal System
0202010F0AAAAAA,Chlortalidone,Chlortalidone 50mg tablets,02: Cardiovascular System
0204000H0BFADAA,Bisoprolol fumarate,Cardicor 5mg tablets,02: Cardiovascular System
0206020C0BJAAAT,Diltiazem hydrochloride,Angitil SR 90 capsules,02: Cardiovascular System
0206020C0BJABAU,Diltiazem hydrochloride,Angitil SR 120 capsules,02: Cardiovascular System
0206020F0BGAAAB,Felodipine,Folpik XL 5mg tablets,02: Cardiovascular System
0206020F0BGABAC,Felodipine,Folpik XL 10mg tablets,02: Cardiovascular System
0207020Y0BDACAG,Midodrine hydrochloride,Bramox 10mg tablets,02: Cardiovascular System
0208010D0BEACAC,Enoxaparin,Arovi 60mg/0.6ml solution for injection pre-filled syringes,02: Cardiovascular System
0208010L0AAAHAH,Dalteparin sodium,"Dalteparin sodium 15,000units/0.6ml inj pre-filled syringes",02: Cardiovascular System
0212000B0AAASAS,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,02: Cardiovascular System
0212000D0AAAAAA,Bezafibrate,Bezafibrate 200mg tablets,02: Cardiovascular System
0302000K0AAALAL,Budesonide,Budesonide 100microg / Formoterol 6microg/dose dry pdr inh,03: Respiratory System
0302000K0AAAUAU,Budesonide,Budesonide 400mcg/dose /Formoterol 12mcg/dose dry powder inh,03: Respiratory System
0302000N0AAASAS,Fluticasone propionate (Inhalation),Fluticasone propionate 100micrograms/dose dry powder inhaler,03: Respiratory System
0302000N0BBARAR,Fluticasone propionate (Inhalation),Flixotide 50micrograms/dose Accuhaler,03: Respiratory System
0302000N0BBBBBH,Fluticasone propionate (Inhalation),Flixotide 50micrograms/dose Evohaler,03: Respiratory System
0402010A0AAAHAH,Amisulpride,Amisulpride 100mg/ml oral solution sugar free,04: Central Nervous System
0403010B0AAANAN,Amitriptyline hydrochloride,Amitriptyline 25mg/5ml oral solution sugar free,04: Central Nervous System
0403030X0AAAFAF,Escitalopram,Escitalopram 20mg/ml oral drops sugar free,04: Central Nervous System
0404000M0BCADAU,Methylphenidate hydrochloride,Equasym XL 10mg capsules,04: Central Nervous System
0404000M0BCAFAV,Methylphenidate hydrochloride,Equasym XL 30mg capsules,04: Central Nervous System
0404000S0AAAEAE,Atomoxetine hydrochloride,Atomoxetine 60mg capsules,04: Central Nervous System
0404000S0AAAFAF,Atomoxetine hydrochloride,Atomoxetine 80mg capsules,04: Central Nervous System
0404000U0BCABAF,Lisdexamfetamine dimesylate,Elvanse 70mg capsules,04: Central Nervous System
0407020B0BIAAAE,Buprenorphine,Bupeaze 35micrograms/hour transdermal patches,04: Central Nervous System
0407020G0AAAEAE,Dihydrocodeine tartrate,Dihydrocodeine 90mg modified-release tablets,04: Central Nervous System
0408010I0AAABAB,Ethosuximide,Ethosuximide 250mg/5ml oral solution,04: Central Nervous System
0408010I0BBAAAA,Ethosuximide,Emeside 250mg capsules,04: Central Nervous System
0411000E0BGABAG,Rivastigmine,Alzest 9.5mg/24hours transdermal patches,04: Central Nervous System
0501070I0BBABAB,Colistimethate sodium,Colomycin 1million unit inj vials,05: Infections
0501100H0AAAFAF,Dapsone,Dapsone 50mg tablets,05: Infections
0601023ARAAADAD,Empagliflozin/metformin,Empagliflozin 12.5mg / Metformin 1g tablets,06: Endocrine System
0601023Y0AAAAAA,Exenatide,Exenatide 5micrograms/0.02ml inj 1.2ml pf dispos dev,06: Endocrine System
0604011L0AABGBG,Estradiol with progestogen,Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets,06: Endocrine System
0604011L0BPAAAT,Estradiol with progestogen,Elleste Duet 2mg tablets,06: Endocrine System
0607010C0BBAAAA,Cabergoline,Dostinex 500microgram tablets,06: Endocrine System
0703010G0BCAAAA,Combined ethinylestradiol 35mcg,Brevinor 500microgram/35microgram tablets,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
090402000BBWLA0,Enteral nutrition,Aymes Complete Starter Pack liquid,09: Nutrition and Blood
090402000BBZHAR,Enteral nutrition,Aymes Shake powder 57g sachets neutral,09: Nutrition and Blood
090402000BDAGA0,Enteral nutrition,Aymes ActaSolve Smoothie powder 66g sachets peach,09: Nutrition and Blood
090402000BDAIA0,Enteral nutrition,Aymes ActaSolve Smoothie pdr 66g sach strawberry & cranberry,09: Nutrition and Blood
090402000BDCAAR,Enteral nutrition,Aymes Shake powder 57g sachets ginger,09: Nutrition and Blood
0906031C0AAAFAF,Ascorbic acid,Ascorbic acid 50mg tablets,09: Nutrition and Blood
0906031C0CGADAI,Ascorbic acid,Ascorb 500mg tablets,09: Nutrition and Blood
0906040G0AACRCR,Colecalciferol,"Colecalciferol 20,000unit tablets",09: Nutrition and Blood
0906040G0AAEJEJ,Colecalciferol,"Colecalciferol 5,600unit capsules",09: Nutrition and Blood
0906040G0AAETET,Colecalciferol,Colecalciferol 400units/ml oral drops sugar free,09: Nutrition and Blood
1104010I0AAAPAP,Dexamethasone,Dexamethasone 0.1% / Tobramycin 0.3% eye drops,11: Eye
1304000F0AABFBF,Betamethasone valerate,Betamethasone 0.1% foam,13: Skin
1304000G0AACDCD,Clobetasol propionate,Clobetasol 500micrograms/g shampoo,13: Skin
1304000V0BTABAJ,Hydrocortisone,Eurax Hc cream,13: Skin
1306010B0AAAAAA,Azelaic acid,Azelaic acid 20% cream,13: Skin
1310020N0BBAEAA,Miconazole nitrate,Daktarin Aktiv 2% cream,13: Skin
1312000C0BCAAAS,Aluminium chloride,Driclor 20% solution,13: Skin
20020200824,Arm Sling/Bandages,K-Lite Long bandage 10cm x 5.25m,20: Dressings
20020200914,Arm Sling/Bandages,K-Soft Long bandage 10cm x 4.5m,20: Dressings
20030100071,Wound Management & Other Dressings,Melolin dressing 10cm x 10cm,20: Dressings
20030100072,Wound Management & Other Dressings,Melolin dressing 20cm x 10cm,20: Dressings
20030300020,Wound Management & Other Dressings,Medihoney Antibacterial Medical Honey dressing,20: Dressings
21010900751,Other Appliances,Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge,21: Appliances
21010900803,Other Appliances,GlucoRx FinePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge,21: Appliances
21012500103,Other Appliances,Olive oil ear drops (St Georges),21: Appliances
21012600162,Other Appliances,NovoPen Echo Plus hypodermic insulin inj pen reusable for 3ml cart 0.5unit dialup/range 0.5-30u red,21: Appliances
21020000590,Catheters,Lubri-Sil Aquafil hydrogel coated silicone catheter male 12Ch-22Ch,21: Appliances
21020001305,Catheters,Hi-Slip hydrophilic catheter male 8Ch-22Ch,21: Appliances
21020001410,Catheters,LoFric Origo catheter male Tiemann tip 10Ch-18Ch,21: Appliances
21270000615,Lymphoedema Garments,Jobst Elvarex Soft silicone band for lymphoedema garment lower extremities,21: Appliances
21270000755,Lymphoedema Garments,Jobst Opaque class 2 (23-32mmHg) tights closed toe,21: Appliances
21270000773,Lymphoedema Garments,Jobst Opaque class 2 (23-32mmHg) thigh length open toe with dotted silicone band,21: Appliances
21270001240,Lymphoedema Garments,Mediven active class 2 (23-32mmHg) below knee closed toe petite,21: Appliances
21270001291,Lymphoedema Garments,Juzo Soft class 1 (18-21mmHg) tights closed toe,21: Appliances
21270002850,Lymphoedema Garments,Juzo Soft class 1 (18-21mmHg) leggings,21: Appliances
21280000142,Anal Irrigation System,Navina Consumable Set,21: Appliances
21300000133,Eye Products,PF Drops Sodium Chloride 5% eye drops preservative free,21: Appliances
21300000301,Eye Products,Optive Plus 0.5% eye drops,21: Appliances
23350703856,Colostomy Bags,"NovaLife TRE 1 colostomy bag with viewing option, midi 40-55/70mm",23: Stoma Appliances
23600706360,Ileostomy Bags,Nova 1 Mini EasiFold ileostomy bag with filter opaque 50mm,23: Stoma Appliances
23603356274,Ileostomy Bags,Option soft convex ileostomy bag with filter and soft touch closure 45mm plateau 30mm,23: Stoma Appliances
23603456400,Ileostomy Bags,Pelican Platinum Contour convex high output ileostomy bag maxi 12-40mm clear,23: Stoma Appliances
23605906101,Ileostomy Bags,"Pelican ModaVi ileostomy bag with filter, large 15-80mm black",23: Stoma Appliances
23940709615,Two Piece Ostomy Systems,Nova 2 two piece ostomy system flange 15-47mm,23: Stoma Appliances
23940709668,Two Piece Ostomy Systems,Nova 2 EasiFold two piece ostomy system ileostomy bag opaque 55mm,23: Stoma Appliances
23943459454,Two Piece Ostomy Systems,Pelican Platinum two piece ostomy system ileostomy bag standard,23: Stoma Appliances
23943459481,Two Piece Ostomy Systems,Pelican Platinum two piece ostomy system convex baseplate (800015C),23: Stoma Appliances
0101010I0AAAEAE,Magnesium oxide,Magnesium oxide 100mg tablets,01: Gastro-Intestinal System
0102000Y0BBAAAF,Propantheline bromide,Pro-Banthine 15mg tablets,01: Gastro-Intestinal System
0103050P0BGABAN,Omeprazole,Mezzopram 20mg dispersible gastro-resistant tablets (Sandoz),01: Gastro-Intestinal System
0105010B0AAABAB,Mesalazine (Systemic),Mesalazine 500mg suppositories,01: Gastro-Intestinal System
0105010B0AAARAR,Mesalazine (Systemic),Mesalazine 1.2g gastro-resistant modified-release tablets,01: Gastro-Intestinal System
0105010C0AAAAAA,Olsalazine sodium,Olsalazine 250mg capsules,01: Gastro-Intestinal System
0109040N0BFABAS,Pancreatin,Pancrease HL gastro-resistant capsules,01: Gastro-Intestinal System
0206020R0AAABAB,Nifedipine,Nifedipine 10mg capsules,02: Cardiovascular System
0304010AGAAABAB,Ketotifen fumarate,Ketotifen 1mg/5ml oral solution sugar free,03: Respiratory System
0401010ADAACECE,Melatonin,Melatonin 10mg/5ml oral suspension,04: Central Nervous System
0403030Q0BBAAAA,Sertraline hydrochloride,Lustral 50mg tablets,04: Central Nervous System
0404000V0BBADAD,Guanfacine,Intuniv 2mg modified-release tablets,04: Central Nervous System
0407020ADBLADAQ,Oxycodone hydrochloride,Oxeltra 60mg modified-release tablets,04: Central Nervous System
0407020Q0AAA6A6,Morphine sulfate,Morphine sulfate 20mg/ml oral solution sugar free,04: Central Nervous System
0407020Q0AACECE,Morphine sulfate,Morphine 20mg tablets,04: Central Nervous System
0408010AEAAATAT,Pregabalin,Pregabalin 50mg tablets,04: Central Nervous System
0408010AEBBAFAF,Pregabalin,Lyrica 200mg capsules,04: Central Nervous System
0409010H0BIAAAK,Ropinirole hydrochloride,Ipinnia XL 2mg tablets,04: Central Nervous System
0409020N0AAALAL,Orphenadrine hydrochloride,Orphenadrine 50mg/5ml oral solution sugar free,04: Central Nervous System
0410020B0AAAYAY,Nicotine,Nicotine 2mg lozenges sugar free,04: Central Nervous System
0501120P0AAABAB,Ofloxacin,Ofloxacin 400mg tablets,05: Infections
0605010S0BBASBD,Somatropin,Genotropin MiniQuick 1.4mg inj pre-filled disposable devices,06: Endocrine System
0702020P0BBAAAB,Miconazole nitrate,Gyno-Daktarin 2% vaginal cream,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0901011F0BDAAAH,Ferrous fumarate,Galfer 305mg capsules,09: Nutrition and Blood
0904010H0BDAGAA,Gluten free breads,Juvela gluten free part baked white bread rolls,09: Nutrition and Blood
0904010H0BJAAAA,Gluten free breads,Glutafin gluten free Select fibre loaf sliced,09: Nutrition and Blood
090402000BBTDA0,Enteral nutrition,Peptamen Junior Advance liquid,09: Nutrition and Blood
090402000BBZKA0,Enteral nutrition,Optifibre powder 5g sachets,09: Nutrition and Blood
0906040G0BIAEDR,Colecalciferol,"Pro D3 20,000unit capsules",09: Nutrition and Blood
0906040G0DFAGEK,Colecalciferol,"InVita D3 25,000unit capsules",09: Nutrition and Blood
1108010C0BBAAAD,Acetylcysteine,Ilube 5% eye drops,11: Eye
1108010Z0BBAAAA,Carbomer 974P,Liquivisc 0.25% eye gel,11: Eye
1202030S0AAAAAA,Neomycin sulfate,Neomycin 0.5% / Chlorhexidine hydrochloride 0.1% cream,"12: Ear, Nose and Oropharynx"
1310020L0AAAAAA,Ketoconazole,Ketoconazole 2% cream,13: Skin
1310020N0AAABAB,Miconazole nitrate,Miconazole 2% powder,13: Skin
1314000H0BBABAB,Heparinoid,Hirudoid 0.3% gel,13: Skin
190205500BCCPA0,Other toiletry preparations,Neutrogena T/Gel shampoo for dry hair,19: Other Drugs and Preparations
20030100181,Wound Management & Other Dressings,Tegaderm Film dressing 12cm x 12cm,20: Dressings
20030100449,Wound Management & Other Dressings,Xupad dressing pad 10cm x 12cm,20: Dressings
20031600050,Wound Management & Other Dressings,Urgotul Silver dressing 10cm x 12cm,20: Dressings
20031600051,Wound Management & Other Dressings,Urgotul Silver dressing 15cm x 20cm,20: Dressings
20031700308,Wound Management & Other Dressings,Zetuvit Plus dressing 10cm x 20cm,20: Dressings
20090000985,Stockinette,Skinnies Viscose stockinette vest long sleeve 8-11 years,20: Dressings
20090000995,Stockinette,Skinnies Viscose stockinette leggings 8-11 years,20: Dressings
20030100608,Wound Management & Other Dressings,Cosmopor dressing 8cm x 15cm,20: Dressings
20030900057,Wound Management & Other Dressings,Mepilex Ag dressing 10cm x 20cm,20: Dressings
20030900058,Wound Management & Other Dressings,Mepilex Ag dressing 15cm x 15cm,20: Dressings
20090000221,Stockinette,Tubigrip bandage 12cm size G,20: Dressings
20090001025,Stockinette,Comfifast MultiStretch 2-way stretch stockinette 5cm,20: Dressings
21010900676,Other Appliances,Mylife lancets 0.3mm/30gauge,21: Appliances
21010900706,Other Appliances,NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge,21: Appliances
21130000110,Catheter Maintenance Products,Uro-Tainer sodium chloride 0.9% catheter maintenance solution,21: Appliances
21240000100,Nasal Products,Sodium chloride 0.9% nasal drops (Orbis),21: Appliances
21300000953,Eye Products,AaproMel 0.5% eye drops,21: Appliances
22501005053,Leg Bags,Simpla Plus sterile leg bag 500ml tube 25cm,22: Incontinence Appliances
22501005069,Leg Bags,Simpla Profile non-sterile leg bag 500ml tube 50cm,22: Incontinence Appliances
23601006400,Ileostomy Bags,"SenSura Mio Concave ileostomy bag with filter, maxi grey 10-60mm",23: Stoma Appliances
23960109839,Urostomy Bags,"Moderma Flex soft convex urostomy bag + CeraPlus skin barrier, adh border & enhanced tap 15-55mm",23: Stoma Appliances
0103050L0AAAZAZ,Lansoprazole,Lansoprazole 5mg/5ml oral suspension,01: Gastro-Intestinal System
